X_54N,Y_54N,depth_m,M1_01,date,time,ID,lat10,lon10
-174635,3786415,-26610,0.0,20200102,375182,L_72,34.001388890000000,133.701944400000000
-174632,3785018,-28760,0.0,20200102,380770,L_73,33.988888889999900,133.703055599999000
-173344,3786385,-31310,0.2,20200102,381887,L_74,34.001944440000000,133.715833300000000
-178496,3790978,-32050,0.2,20200102,383230,L_75,34.039722220000000,133.656944399999000
-177163,3789019,-31530,0.1,20200102,383645,L_76,34.023055560000000,133.672777800000000
-177474,3788296,-30350,-0.3,20200102,384330,L_77,34.016388890000000,133.669999999999000
-176113,3787080,-34820,-0.1,20200102,390030,L_78,34.006388889999900,133.685555599999000
-164405,3787737,-26060,-0.2,20200102,505445,L_79,34.019722219999900,133.810833300000000
-177803,3788040,-33050,-0.1,20200102,515445,L_80,34.013888889999900,133.666666700000000
-176945,3786301,-26750,-0.1,20200102,1080158,L_81,33.998888890000000,133.677222199999000
-174597,3795231,-28670,0.1,20200102,1081894,L_82,34.080277780000000,133.695555600000000
-175544,3787443,-29450,0.2,20200102,1082476,L_83,34.009999999999900,133.691388899999000
-178598,3789557,-30970,0.0,20200102,1083795,L_84,34.026944440000000,133.656944399999000
-177353,3789622,-28690,0.1,20200102,1091390,L_85,34.028333330000000,133.670277800000000
-177866,3791461,-33570,0.3,20200102,1093127,L_86,34.044444439999900,133.663333300000000
-177839,3787887,-32030,0.5,20200102,1094490,L_87,34.012500000000000,133.666388899999000
-174276,3788905,-29450,0.5,20200102,1101225,L_88,34.023888890000000,133.703888900000000
-176957,3790805,-34390,-0.2,20200102,1265192,L_89,34.039166670000000,133.673611099999000
-176697,3791190,-33730,-0.3,20200102,1441625,L_90,34.042777780000000,133.676111100000000
-176201,3785130,-30050,0.0,20200102,1510532,L_91,33.988888889999900,133.686111100000000
-171197,3788933,-27630,0.0,20200102,1524730,L_92,34.026111110000000,133.736944399999000
-175602,3786267,-29550,0.0,20200102,1560586,L_93,33.999444439999900,133.691666700000000
-150841,3796255,-23140,-0.2,20200102,2162890,L_94,34.104444440000000,133.950277800000000
-177162,3786876,-33320,-0.2,20200102,2532280,L_95,34.003888889999900,133.674444399999000
-174480,3786777,-29550,0.0,20200102,2532738,L_96,34.004722219999900,133.703333299999000
-176342,3793959,-33450,0.1,20200102,2540575,L_97,34.067777780000000,133.677777800000000
-174684,3788251,-25790,0.2,20200102,2540801,L_98,34.017777780000000,133.699999999999000
-177507,3787118,-31010,0.0,20200102,2541184,L_99,34.005833330000000,133.670555600000000
-173123,3792362,-26250,0.5,20200102,2543337,L_100,34.055555560000000,133.713611100000000
-174095,3786377,-24210,0.3,20200102,2545096,L_101,34.001388890000000,133.707777800000000
-177189,3785418,-30460,0.2,20200102,2551978,L_102,33.990833330000000,133.675277800000000
-177162,3786876,-33320,0.4,20200102,2552350,L_103,34.003888889999900,133.674444399999000
-175711,3788355,-31870,0.4,20200102,2564571,L_104,34.018055560000000,133.688888899999000
-176588,3788387,-30280,0.1,20200102,2565455,L_105,34.017777780000000,133.679444399999000
-153278,3795369,-36950,-0.1,20200102,3174736,L_106,34.094999999999900,133.924722199999000
-179292,3786036,-27830,0.0,20200102,3331047,L_107,33.994999999999900,133.652222200000000
-178571,3788499,-30590,0.0,20200102,4064910,L_108,34.017499999999900,133.658055600000000
-177803,3788040,-33050,0.5,20200102,4090270,L_109,34.013888889999900,133.666666700000000
-175390,3787432,-31360,0.4,20200102,4090670,L_110,34.009999999999900,133.693055600000000
-175855,3780944,-30330,-0.4,20200102,4341225,L_111,33.951666670000000,133.693055600000000
-158268,3787896,-26060,-0.7,20200102,5141012,L_112,34.024999999999900,133.876666699999000
-160371,3791085,-29860,-0.2,20200102,5142795,L_113,34.052222219999900,133.851666700000000
-178940,3781942,-33150,-0.7,20200102,5505314,L_114,33.958611110000000,133.659166699999000
-179227,3784789,-35520,-0.1,20200102,5514500,L_115,33.983888890000000,133.653888899999000
-177183,3785511,-34450,0.0,20200102,6022325,L_116,33.991666670000000,133.675277800000000
-178103,3782068,-26640,0.0,20200102,6025031,L_117,33.960277779999900,133.668055600000000
-177570,3787682,-34820,0.0,20200102,6025350,L_118,34.010833329999900,133.669444400000000
-175056,3780173,-30980,-0.4,20200102,6130220,L_119,33.945277779999900,133.702222199999000
-175866,3779703,-36710,-0.1,20200102,8015348,L_120,33.940555560000000,133.693888899999000
-179118,3784501,-34380,-0.1,20200102,8015630,L_121,33.981388889999900,133.655277799999000
-175921,3780017,-30450,-0.4,20200102,8021070,L_122,33.943333330000000,133.693055600000000
-179818,3781602,-34120,-0.1,20200102,8024482,L_123,33.954999999999900,133.650000000000000
-179118,3784501,-34380,-0.4,20200102,8084045,L_124,33.981388889999900,133.655277799999000
-174568,3787715,-31450,-0.2,20200102,8175142,L_125,34.013055559999900,133.701666700000000
-175328,3788297,-29850,0.0,20200102,8220632,L_126,34.017777780000000,133.693055600000000
-174684,3788251,-29450,0.2,20200102,8222105,L_127,34.017777780000000,133.699999999999000
-177554,3787184,-33250,0.0,20200102,8234407,L_128,34.006388889999900,133.669999999999000
-177617,3786660,-36560,-0.3,20200102,8235389,L_129,34.001666669999900,133.669722199999000
-174276,3788905,-29550,0.1,20200102,8235568,L_130,34.023888890000000,133.703888900000000
-175767,3789384,-36860,-0.1,20200102,8241841,L_131,34.027222219999900,133.687500000000000
-180685,3785018,-30150,0.3,20200102,8245131,L_132,33.984999999999900,133.638055600000000
-173847,3788750,-30960,-0.3,20200102,8250795,L_133,34.022777779999900,133.708611100000000
-177122,3794264,-35050,0.0,20200102,8253352,L_134,34.070000000000000,133.669166700000000
-177483,3792116,-30820,0.0,20200102,8253570,L_135,34.050555559999900,133.666944400000000
-173970,3784505,-27700,0.0,20200102,8373597,L_136,33.984722220000000,133.710555599999000
-172411,3789672,-28110,0.2,20200102,8381471,L_137,34.031944439999900,133.723333300000000
-175383,3791841,-29590,-0.1,20200102,8395570,L_138,34.049444440000000,133.689722200000000
-172910,3786664,-28180,-0.1,20200102,8430005,L_139,34.004722219999900,133.720277799999000
-177307,3787383,-26880,0.0,20200102,8432325,L_140,34.008333329999900,133.672500000000000
-177319,3786856,-26660,-0.4,20200102,8445055,L_141,34.003611110000000,133.672777800000000
-172115,3789837,-27930,0.4,20200102,8452479,L_142,34.033611110000000,133.726388899999000
-159346,3781732,-22180,-0.3,20200102,10291735,L_143,33.969166670000000,133.869722200000000
-174826,3780125,-32550,0.2,20200102,11370057,L_144,33.945000000000000,133.704722199999000
-172893,3786539,-27310,0.1,20200102,12182719,L_145,34.003611110000000,133.720555600000000
-175918,3785110,-34690,0.1,20200102,12183120,L_146,33.988888889999900,133.689166699999000
-178038,3784765,-30350,0.5,20200102,12185693,L_147,33.984444439999900,133.666666700000000
-176714,3786999,-29880,0.5,20200102,12191206,L_148,34.005277780000000,133.679166699999000
-171019,3786716,-28170,0.5,20200102,12191642,L_149,34.006388889999900,133.740555599999000
-174564,3784516,-26380,0.0,20200102,12200029,L_150,33.984444439999900,133.704166700000000
-175935,3784521,-29290,0.5,20200102,12202407,L_151,33.983611109999900,133.689444400000000
-172189,3792047,-27280,0.2,20200102,12203376,L_152,34.053333330000000,133.723888899999000
-176588,3788387,-30280,0.2,20200102,12210125,L_153,34.017777780000000,133.679444399999000
-178935,3783091,-33780,-0.1,20200102,13582815,L_154,33.968888890000000,133.658333300000000
-182128,3780806,-27060,0.0,20200102,13591217,L_155,33.946388890000000,133.625833300000000
-179118,3784501,-34380,0.0,20200102,13593955,L_156,33.981388889999900,133.655277799999000
-179519,3782884,-28160,0.0,20200102,14012470,L_157,33.966666670000000,133.652222200000000
-182612,3781617,-34920,0.0,20200102,14020293,L_158,33.953333330000000,133.620000000000000
-175404,3784700,-25360,0.0,20200102,14042240,L_159,33.985555560000000,133.694999999999000
-267966,3740967,-34410,-0.7,20200102,14154505,L_160,33.531944439999900,132.740277800000000
-179860,3785331,-34620,0.1,20200102,14451406,L_161,33.988333330000000,133.646666699999000
-181723,3784255,-32000,0.0,20200102,14454970,L_162,33.977499999999900,133.627499999999000
-179360,3779705,-25180,0.0,20200102,14455615,L_163,33.938333329999900,133.656388899999000
-174137,3785417,-32360,0.2,20200102,14480636,L_164,33.992777779999900,133.708055599999000
-176381,3788031,-29450,0.0,20200102,14491099,L_165,34.014722220000000,133.681944399999000
-175111,3784462,-28630,0.1,20200102,14493701,L_166,33.983611109999900,133.698333300000000
-177428,3786057,-25580,0.0,20200102,14495544,L_167,33.996388889999900,133.672222199999000
-176588,3788387,-30280,0.0,20200102,14502605,L_168,34.017777780000000,133.679444399999000
-173083,3784969,-31650,0.1,20200102,14582520,L_169,33.989444440000000,133.719722200000000
-178614,3788626,-30980,0.3,20200102,15062570,L_170,34.018611110000000,133.657499999999000
-177803,3788040,-33050,0.7,20200102,15100090,L_171,34.013888889999900,133.666666700000000
319830,3907343,-19650,0.2,20200102,15103172,L_172,35.293055559999900,139.018611099999000
317593,3906710,-24020,0.2,20200102,15112158,L_173,35.286944439999900,138.994166699999000
-177162,3791193,-33780,0.6,20200102,15115168,L_174,34.042499999999900,133.671111099999000
320519,3907699,-24160,0.3,20200102,15122107,L_175,35.296388890000000,139.026111100000000
-176846,3782630,-27730,0.0,20200102,15153478,L_176,33.966111110000000,133.681111100000000
-157568,3791634,-28190,-0.2,20200102,15554485,L_177,34.058888889999900,133.881388899999000
-175921,3780017,-30450,-0.3,20200102,16005625,L_178,33.943333330000000,133.693055600000000
-175921,3780017,-30450,-0.1,20200102,16010485,L_179,33.943333330000000,133.693055600000000
-175056,3780173,-30980,0.0,20200102,16022115,L_180,33.945277779999900,133.702222199999000
-177095,3785287,-35860,0.4,20200102,16042065,L_181,33.989722219999900,133.676388900000000
-178640,3786113,-26160,-0.2,20200102,16200174,L_182,33.996111110000000,133.659166699999000
-173478,3781613,-33390,0.2,20200102,16265033,L_183,33.959166670000000,133.718055600000000
778975,4837055,-19680,0.6,20200102,17185185,L_184,43.634166669999900,144.458333299999000
-172923,3779959,-25250,0.3,20200102,17383198,L_185,33.944722220000000,133.725277799999000
-175921,3780017,-30450,0.3,20200102,17383755,L_186,33.943333330000000,133.693055600000000
-173165,3785999,-31050,0.2,20200102,17404848,L_187,33.998611109999900,133.718055600000000
-177162,3786876,-33320,0.0,20200102,17415780,L_188,34.003888889999900,133.674444399999000
-180533,3790690,-29520,0.1,20200102,17420538,L_189,34.035833330000000,133.635277800000000
-179017,3783035,-32460,0.0,20200102,17422337,L_190,33.968333330000000,133.657499999999000
-178936,3785234,-28920,0.3,20200102,17423231,L_191,33.988055559999900,133.656666699999000
-174181,3792748,-28720,0.5,20200102,17425373,L_192,34.058333330000000,133.701944400000000
-173692,3787310,-27080,0.0,20200102,17435957,L_193,34.009999999999900,133.711388900000000
-178421,3789140,-29860,0.3,20200102,17455757,L_194,34.023333330000000,133.659166699999000
-154417,3789396,-27190,-0.4,20200102,18233404,L_195,34.040833329999900,133.916944400000000
-175954,3785330,-29580,-0.2,20200102,18353407,L_196,33.990833330000000,133.688611100000000
-175768,3784323,-30640,0.3,20200102,18392931,L_197,33.981944439999900,133.691388899999000
-174999,3783491,-30130,0.3,20200102,18404601,L_198,33.975000000000000,133.700277800000000
-176738,3783057,-32780,0.5,20200102,18413555,L_199,33.969999999999900,133.681944399999000
-173202,3778954,-27320,-0.1,20200102,18534399,L_200,33.935555559999900,133.723055600000000
-173135,3778080,-28360,0.0,20200102,19153960,L_201,33.927777780000000,133.724444400000000
-168910,3775606,-30910,0.3,20200102,19465840,L_202,33.908333329999900,133.771666699999000
-160590,3785016,-31110,-0.3,20200102,19530215,L_203,33.997777780000000,133.853888899999000
-173640,3777526,-27500,0.4,20200102,20392105,L_204,33.922499999999900,133.719444399999000
-155447,3789437,-21840,-0.2,20200102,21135882,L_205,34.040555560000000,133.905833300000000
191929,4016267,-23380,0.1,20200102,21470070,L_206,36.242222220000000,137.571944400000000
191634,4019920,-29350,0.3,20200102,21470306,L_207,36.274999999999900,137.567222200000000
-148193,3790114,-32980,0.0,20200102,21501420,L_208,34.051111110000000,133.983333299999000
-155273,3783404,-39090,0.1,20200102,21505831,L_209,33.986666669999900,133.912222200000000
-177926,3781652,-31930,0.1,20200102,22074720,L_210,33.956666669999900,133.670277800000000
-182961,3783599,-37920,0.2,20200102,22102245,L_211,33.970833329999900,133.614722199999000
-179491,3783628,-35220,0.4,20200102,22105530,L_212,33.973333330000000,133.651944399999000
-174993,3788273,-29550,0.4,20200102,22280884,L_213,34.017777780000000,133.696666700000000
-177803,3788040,-33050,0.5,20200102,22284805,L_214,34.013888889999900,133.666666700000000
-175136,3788438,-30050,0.3,20200102,22285802,L_215,34.019166669999900,133.694999999999000
-178496,3790978,-32050,0.1,20200102,22294665,L_216,34.039722220000000,133.656944399999000
-176588,3788387,-30280,-0.2,20200102,22312050,L_217,34.017777780000000,133.679444399999000
-177462,3787022,-26160,-0.4,20200102,22413840,L_218,34.005000000000000,133.671111099999000
-170696,3781446,-31520,0.1,20200102,23401649,L_219,33.959444439999900,133.748055599999000
-178634,3776113,-30360,0.2,20200103,290895,L_220,33.906666670000000,133.666944400000000
-180534,3780287,-34120,0.6,20200103,323910,L_221,33.942777780000000,133.643333299999000
-175071,3783931,-27060,0.1,20200103,474389,L_222,33.978888890000000,133.699166700000000
-169817,3779241,-29550,0.2,20200103,485195,L_223,33.940277780000000,133.759166700000000
-180063,3785750,-26780,-0.2,20200103,511045,L_224,33.991944439999900,133.644166700000000
-172552,3785894,-31820,0.6,20200103,572247,L_225,33.998055559999900,133.724722200000000
-177803,3788040,-33050,0.5,20200103,573680,L_226,34.013888889999900,133.666666700000000
-179198,3780874,-28640,0.4,20200103,574476,L_227,33.948888889999900,133.657222200000000
-178102,3789987,-30530,0.6,20200103,582996,L_228,34.031111109999900,133.661944400000000
-177292,3796202,-28090,0.0,20200103,1153620,L_229,34.087222220000000,133.665833300000000
646818,4838685,-18290,-0.4,20200103,1161252,L_230,43.686666670000000,142.821666700000000
-167567,3793084,-29530,0.1,20200103,1184495,L_231,34.065555560000000,133.772777800000000
-154254,3796555,-30480,0.0,20200103,1210408,L_232,34.104999999999900,133.913333300000000
-153225,3795024,-34460,-0.1,20200103,1234918,L_233,34.091944439999900,133.925555599999000
-175425,3798086,-31070,-0.1,20200103,1270834,L_234,34.105277780000000,133.684444399999000
-160371,3791085,-29860,0.0,20200103,2252415,L_235,34.052222219999900,133.851666700000000
-172070,3779215,-33020,0.3,20200103,2254787,L_236,33.938611109999900,133.735000000000000
-175608,3774623,-27160,0.0,20200103,2364403,L_237,33.895277780000000,133.700555600000000
157274,3883750,-37440,-0.2,20200103,4015927,L_238,35.038333330000000,137.243333299999000
-165018,3767260,-36190,-0.2,20200103,4151121,L_239,33.836111109999900,133.819722200000000
-169433,3788652,-28980,0.0,20200103,4244364,L_240,34.024722220000000,133.756111099999000
-155312,3792128,-34150,-0.1,20200103,4333690,L_241,34.064722220000000,133.905277799999000
440730,4178013,-27290,-0.2,20200103,4495622,L_242,37.747500000000000,140.327222199999000
439943,4177557,-32370,0.0,20200103,4500268,L_243,37.743333329999900,140.318333300000000
-157615,3781332,-32270,0.4,20200103,5014876,L_244,33.966666670000000,133.888611099999000
-162312,3789204,-25960,-0.1,20200103,5085704,L_245,34.034166669999900,133.832222199999000
-171206,3784090,-33530,0.2,20200103,5261600,L_246,33.982777779999900,133.740555599999000
-166963,3783013,-28880,-0.2,20200103,5363208,L_247,33.975833330000000,133.786944400000000
-153418,3782933,-30290,0.3,20200103,5415673,L_248,33.983611109999900,133.932500000000000
-150632,3777589,-34850,0.4,20200103,5514979,L_249,33.937500000000000,133.966388899999000
-149699,3779883,-34350,0.4,20200103,6031143,L_250,33.958611110000000,133.974722200000000
-159530,3782055,-32860,0.5,20200103,6060240,L_251,33.971944440000000,133.867500000000000
-156416,3781466,-34150,0.6,20200103,6274804,L_252,33.968611109999900,133.901388900000000
-151436,3780189,-32950,0.6,20200103,6355369,L_253,33.960277779999900,133.955833299999000
-151811,3779998,-29010,0.1,20200103,6494378,L_254,33.958333330000000,133.951944400000000
-154634,3779573,-24070,0.3,20200103,6573953,L_255,33.952777779999900,133.921944400000000
-156230,3780801,-28090,0.1,20200103,7110029,L_256,33.962777780000000,133.903888899999000
-150197,3777528,-27200,0.0,20200103,7110948,L_257,33.937222220000000,133.971111100000000
-153903,3774432,-33380,0.5,20200103,7242139,L_258,33.907222220000000,133.933611100000000
-155383,3789246,-30450,-0.1,20200103,7351120,L_259,34.038888890000000,133.906666699999000
-154582,3795181,-20280,0.0,20200103,7351344,L_260,34.092500000000000,133.910833300000000
-153865,3793238,-25640,-0.3,20200103,7353930,L_261,34.075555559999900,133.919999999999000
-155659,3775981,-25130,-0.2,20200103,8075992,L_262,33.920000000000000,133.913611099999000
-157916,3775890,-27590,0.0,20200103,8141419,L_263,33.917777780000000,133.889444400000000
-152588,3775862,-28080,0.0,20200103,8143045,L_264,33.920833330000000,133.946666700000000
-151547,3774083,-36090,0.1,20200103,8143372,L_265,33.905555560000000,133.959166699999000
-157901,3775361,-32890,0.1,20200103,8143883,L_266,33.913055559999900,133.889999999999000
-154955,3774195,-28280,-0.1,20200103,8144986,L_267,33.904444439999900,133.922500000000000
-164234,3787973,-29860,-0.5,20200103,8173825,L_268,34.021944439999900,133.812500000000000
-154633,3774359,-28560,0.0,20200103,8424180,L_269,33.906111109999900,133.925833299999000
-153037,3772355,-34320,0.1,20200103,8520970,L_270,33.889166670000000,133.944444400000000
-155835,3774566,-31290,0.1,20200103,8521956,L_271,33.907222220000000,133.912777799999000
-158514,3772145,-30390,0.3,20200103,8522724,L_272,33.883888890000000,133.885833300000000
-150344,3772759,-30650,0.1,20200103,8570970,L_273,33.894444440000000,133.973055600000000
-161009,3780141,-33060,-0.1,20200103,9053919,L_274,33.953888890000000,133.853055600000000
-153228,3777830,-25830,0.1,20200103,9080815,L_275,33.938055560000000,133.938333300000000
-156994,3772784,-26750,0.0,20200103,9081164,L_276,33.890555560000000,133.901666699999000
-155228,3780328,-26560,0.1,20200103,10310493,L_277,33.959166670000000,133.914999999999000
-156017,3775292,-28490,0.4,20200103,10312087,L_278,33.913611109999900,133.910277799999000
-149784,3775638,-26960,0.0,20200103,10331402,L_279,33.920555559999900,133.976944400000000
-169071,3778815,-33140,-0.3,20200103,11050306,L_280,33.936944439999900,133.767500000000000
-154862,3792655,-31390,-0.2,20200103,11202980,L_281,34.069722220000000,133.909722200000000
-153298,3792484,-28770,-0.1,20200103,11404376,L_282,34.069166670000000,133.926666699999000
-173992,3780935,-29730,0.0,20200103,12183065,L_283,33.952777779999900,133.713055599999000
-183033,3779380,-24620,0.6,20200103,12205009,L_284,33.933055560000000,133.617222199999000
-176434,3782601,-27150,0.2,20200103,12244125,L_285,33.966111110000000,133.685555599999000
-179587,3784815,-35720,0.5,20200103,12425805,L_286,33.983888890000000,133.650000000000000
-274499,3742054,-29270,-0.5,20200103,12510205,L_287,33.536944439999900,132.669722199999000
-160371,3791085,-29860,-0.1,20200103,12580065,L_288,34.052222219999900,133.851666700000000
-177803,3788040,-33050,0.5,20200103,13084380,L_289,34.013888889999900,133.666666700000000
-173204,3790877,-29360,0.5,20200103,13085121,L_290,34.042222219999900,133.713888900000000
-178890,3786224,-36200,0.3,20200103,13090780,L_291,33.996944440000000,133.656388899999000
-178916,3790884,-37890,0.2,20200103,13093500,L_292,34.038611109999900,133.652500000000000
-179130,3787204,-28320,0.2,20200103,13102050,L_293,34.005555559999900,133.653055599999000
-175342,3790254,-26950,0.0,20200103,13153961,L_294,34.035277780000000,133.691388899999000
447583,4733962,-31260,0.9,20200103,13225442,L_295,42.756388889999900,140.359444400000000
447042,4734490,-32950,0.7,20200103,13234066,L_296,42.761111110000000,140.352777800000000
-181348,3780128,-29540,0.0,20200103,13512306,L_297,33.940833329999900,133.634722199999000
-182153,3780093,-29040,-0.1,20200103,13515009,L_298,33.939999999999900,133.626111100000000
-156446,3794752,-31970,0.0,20200103,14483270,L_299,34.087499999999900,133.891111099999000
-158012,3793403,-28670,0.1,20200103,14483641,L_300,34.074444440000000,133.875277799999000
743121,4811437,-23250,0.1,20200103,15070826,L_301,43.416388890000000,144.003055600000000
-171406,3782738,-30250,0.2,20200103,15105490,L_302,33.970555560000000,133.739444399999000
-176822,3787286,-27100,0.2,20200103,15213367,L_303,34.007777779999900,133.677777800000000
-177711,3784276,-30230,0.4,20200103,15231069,L_304,33.980277780000000,133.670555600000000
-182279,3780506,-30140,0.1,20200103,15241752,L_305,33.943611109999900,133.624444399999000
-175409,3781378,-35710,0.4,20200103,15280167,L_306,33.955833329999900,133.697499999999000
-173488,3777484,-27850,0.3,20200103,15280385,L_307,33.922222220000000,133.721111100000000
-172542,3784216,-27110,0.0,20200103,15292187,L_308,33.983055559999900,133.726111099999000
-183321,3782911,-28400,0.2,20200103,15315472,L_309,33.964444440000000,133.611388900000000
-151126,3794009,-28690,0.0,20200103,16030629,L_310,34.084166670000000,133.948888899999000
-152158,3777601,-27580,0.1,20200103,16125327,L_311,33.936666670000000,133.949999999999000
-152588,3775862,-28080,0.1,20200103,16140195,L_312,33.920833330000000,133.946666700000000
-162664,3766847,-34440,-0.1,20200103,16185490,L_313,33.833888889999900,133.845277799999000
-159018,3766748,-33900,-0.2,20200103,16190461,L_314,33.835277779999900,133.884444400000000
