X_54N,Y_54N,depth_m,M1_01,date,time,ID,lat10,lon10
-257035,3745728,-32160,0.0,20200723,1050768,L_10186,33.582222219999900,132.852777800000000
-253784,3746996,-33310,-0.1,20200723,1051330,L_10187,33.595833329999900,132.886388899999000
-260208,3745451,-24930,-0.1,20200723,1051754,L_10188,33.577500000000000,132.819166700000000
-258812,3744345,-28850,0.0,20200723,1051924,L_10189,33.568611109999900,132.835000000000000
-258485,3747150,-27500,0.0,20200723,1053140,L_10190,33.593888890000000,132.836111100000000
-256766,3745178,-33600,-0.4,20200723,1053988,L_10191,33.577500000000000,132.856111099999000
-256725,3744055,-28310,-0.3,20200723,1054198,L_10192,33.567500000000000,132.857499999999000
-251364,3745996,-31180,-0.4,20200723,1054962,L_10193,33.588611110000000,132.913055600000000
-258732,3746330,-27700,-0.3,20200723,1055905,L_10194,33.586388890000000,132.834166699999000
-258334,3748725,-33750,-0.3,20200723,1060380,L_10195,33.608055559999900,132.836388900000000
-259212,3744874,-29480,0.0,20200723,1060560,L_10196,33.573055560000000,132.830277800000000
-257627,3744500,-26930,0.1,20200723,1061336,L_10197,33.570833329999900,132.847499999999000
-257515,3743620,-31010,0.2,20200723,1061497,L_10198,33.563055560000000,132.849444400000000
-257419,3743176,-27200,-0.5,20200723,1075505,L_10199,33.559166670000000,132.850833300000000
-254562,3744071,-33720,-0.2,20200723,1083730,L_10200,33.569166670000000,132.880555600000000
-251188,3748564,-27680,-0.2,20200723,1084417,L_10201,33.611666669999900,132.912777799999000
-258239,3743024,-30170,-0.1,20200723,1085056,L_10202,33.557222220000000,132.842222200000000
-259733,3746845,-25930,0.1,20200723,1085457,L_10203,33.590277780000000,132.823055600000000
-256119,3742825,-25160,-0.5,20200723,1090772,L_10204,33.556944440000000,132.865000000000000
-254757,3746544,-28200,-0.7,20200723,1131620,L_10205,33.591111110000000,132.876388899999000
-251995,3748566,-30490,-0.5,20200723,1135260,L_10206,33.611111110000000,132.904166699999000
-257250,3744656,-28900,-0.8,20200723,1174552,L_10207,33.572499999999900,132.851388899999000
-255830,3744171,-40450,-0.2,20200723,1174995,L_10208,33.569166670000000,132.866944399999000
-255219,3743002,-29850,-0.6,20200723,1175618,L_10209,33.559166670000000,132.874444399999000
-257594,3744590,-29810,-0.7,20200723,1183066,L_10210,33.571666669999900,132.847777799999000
-255007,3747995,-32640,-0.6,20200723,1295835,L_10211,33.603888890000000,132.872500000000000
-259606,3750071,-29560,-0.5,20200723,1334976,L_10212,33.619166669999900,132.821666700000000
-250454,3745645,-30040,-0.9,20200723,1383860,L_10213,33.586111109999900,132.923055599999000
-258375,3744590,-29340,-0.6,20200723,1385957,L_10214,33.571111109999900,132.839444399999000
-253049,3747404,-32300,-0.1,20200723,2114841,L_10215,33.600000000000000,132.893888900000000
-253848,3746192,-31960,0.1,20200723,2115299,L_10216,33.588611110000000,132.886388899999000
-122727,3774561,-23740,-0.5,20200723,3284367,L_10217,33.927222219999900,134.268333299999000
-112754,3774095,-340,-0.1,20200723,3300497,L_10218,33.928888890000000,134.375833300000000
438442,4176489,-24600,0.0,20200723,3493948,L_10219,37.733611109999900,140.301388900000000
438738,4176703,-30570,0.4,20200723,3503471,L_10220,37.735555560000000,140.304722199999000
438447,4177136,-25330,-0.1,20200723,3511203,L_10221,37.739444440000000,140.301388900000000
438851,4175530,-31160,-0.1,20200723,3513610,L_10222,37.725000000000000,140.306111100000000
437531,4175818,-26080,0.4,20200723,3521178,L_10223,37.727499999999900,140.291111099999000
-258902,3749766,-26320,-0.2,20200723,6222199,L_10224,33.616944439999900,132.829444400000000
-254415,3750219,-31030,-0.2,20200723,6225906,L_10225,33.624166670000000,132.876944400000000
-254433,3745709,-26540,-0.8,20200723,6245515,L_10226,33.583888889999900,132.880555600000000
-252372,3743774,-29340,-0.3,20200723,6252744,L_10227,33.568055559999900,132.904166699999000
-254684,3742525,-26840,-0.4,20200723,6253802,L_10228,33.555277779999900,132.880555600000000
-252759,3752079,-33290,-0.4,20200723,6260370,L_10229,33.641944440000000,132.893055599999000
-255007,3747995,-32640,-0.3,20200723,6284550,L_10230,33.603888890000000,132.872500000000000
-254581,3749765,-30180,0.2,20200723,6303067,L_10231,33.619999999999900,132.875555600000000
-253349,3747895,-27650,0.0,20200723,6303309,L_10232,33.604166669999900,132.890277800000000
-256645,3751640,-28160,-0.3,20200723,6313395,L_10233,33.635277780000000,132.851944400000000
-254562,3744071,-33720,-0.4,20200723,6320185,L_10234,33.569166670000000,132.880555600000000
-250583,3745655,-29780,-0.7,20200723,6331010,L_10235,33.586111109999900,132.921666700000000
-252229,3751540,-30610,-0.1,20200723,6412870,L_10236,33.637500000000000,132.899166699999000
-254821,3751993,-33110,-0.1,20200723,6422420,L_10237,33.639722220000000,132.871111100000000
-242475,3768161,-27150,-0.2,20200723,6451000,L_10238,33.792777780000000,132.989444399999000
-258047,3748733,-29540,-0.3,20200723,7584191,L_10239,33.608333330000000,132.839444399999000
-257534,3748630,-31610,-0.4,20200723,7584900,L_10240,33.607777779999900,132.844999999999000
-255950,3747260,-30750,-0.3,20200723,7591155,L_10241,33.596666669999900,132.863055599999000
-257388,3742583,-32520,-0.3,20200723,7592107,L_10242,33.553888890000000,132.851666700000000
-254933,3748269,-31560,0.0,20200723,7593370,L_10243,33.606388889999900,132.873055599999000
-257224,3744654,-28600,-0.4,20200723,8003951,L_10244,33.572499999999900,132.851666700000000
-256699,3744053,-26170,-0.2,20200723,8004843,L_10245,33.567500000000000,132.857777800000000
-258393,3746334,-28410,-0.1,20200723,8005322,L_10246,33.586666670000000,132.837777799999000
-249836,3751196,-34190,0.0,20200723,8010425,L_10247,33.636111110000000,132.925000000000000
-256700,3744364,-27170,-0.1,20200723,8012174,L_10248,33.570277779999900,132.857499999999000
-257481,3743710,-27350,-0.1,20200723,8013530,L_10249,33.563888890000000,132.849722200000000
-252800,3750900,-29010,-0.2,20200723,8014194,L_10250,33.631388889999900,132.893611099999000
-255990,3748072,-33780,0.1,20200723,8015510,L_10251,33.603888890000000,132.861944399999000
-254985,3747619,-34060,0.0,20200723,8023830,L_10252,33.600555559999900,132.873055599999000
-256482,3748765,-29630,-0.3,20200723,8043075,L_10253,33.609722220000000,132.856111099999000
453745,4220463,-22160,1.6,20200723,8354118,L_10254,38.130833330000000,140.472222200000000
-259568,3744000,-33690,-0.4,20200723,8374965,L_10255,33.564999999999900,132.827222199999000
-257172,3743997,-28400,-0.1,20200723,8381427,L_10256,33.566666669999900,132.852777800000000
-257184,3743842,-29200,0.0,20200723,8382237,L_10257,33.565277780000000,132.852777800000000
-258443,3747676,-35390,-0.1,20200723,8383593,L_10258,33.598611110000000,132.836111100000000
-258096,3745159,-27840,-0.2,20200723,8383908,L_10259,33.576388889999900,132.841944399999000
-257665,3748952,-31560,-0.3,20200723,8385640,L_10260,33.610555560000000,132.843333300000000
-253797,3745846,-32200,-0.2,20200723,8390135,L_10261,33.585555560000000,132.887222199999000
-249836,3751196,-34190,-0.3,20200723,8391290,L_10262,33.636111110000000,132.925000000000000
-253547,3750337,-26700,-0.1,20200723,8392636,L_10263,33.625833329999900,132.886111099999000
-256597,3750267,-26850,-0.1,20200723,9295823,L_10264,33.623055559999900,132.853611099999000
-252990,3753435,-36170,0.0,20200723,9300370,L_10265,33.653888889999900,132.889444400000000
-249810,3750198,-36780,0.1,20200723,9305094,L_10266,33.627222220000000,132.926111100000000
-253299,3753148,-32650,-0.3,20200723,9312048,L_10267,33.651111110000000,132.886388899999000
-255095,3751486,-30590,-0.1,20200723,9312745,L_10268,33.634999999999900,132.868611100000000
-255831,3751731,-28740,-0.1,20200723,9320187,L_10269,33.636666669999900,132.860555599999000
-257070,3751860,-32540,0.0,20200723,9331348,L_10270,33.636944440000000,132.847222200000000
-255334,3752749,-31340,-0.2,20200723,9332420,L_10271,33.646111110000000,132.865000000000000
-257965,3750096,-29760,0.0,20200723,9333030,L_10272,33.620555560000000,132.839166699999000
-257924,3746017,-30540,-0.1,20200723,9360852,L_10273,33.584166670000000,132.843055600000000
-256326,3749748,-31450,-0.3,20200723,9370838,L_10274,33.618611110000000,132.856944400000000
-258575,3749615,-27330,0.0,20200723,9381033,L_10275,33.615833330000000,132.833055599999000
-255843,3753879,-29110,0.2,20200723,9381491,L_10276,33.655833330000000,132.858611099999000
-252950,3753276,-32350,0.2,20200723,9381970,L_10277,33.652500000000000,132.889999999999000
-252759,3752079,-33290,0.0,20200723,9383320,L_10278,33.641944440000000,132.893055599999000
-258147,3751728,-29160,-0.2,20200723,11575915,L_10279,33.634999999999900,132.835833299999000
-257824,3749244,-29460,-0.4,20200723,11594108,L_10280,33.613055559999900,132.841388899999000
-219357,3788451,-32090,0.2,20200723,12151050,L_10281,33.990000000000000,133.220277799999000
-255564,3749843,-31870,-0.4,20200723,12204473,L_10282,33.619999999999900,132.865000000000000
-252267,3752040,-31520,-0.3,20200723,12211220,L_10283,33.641944440000000,132.898333299999000
-256816,3751125,-29520,-0.2,20200723,12214719,L_10284,33.630555559999900,132.850555600000000
-256958,3749331,-29220,-0.4,20200723,12220179,L_10285,33.614444440000000,132.850555600000000
-254022,3748601,-29620,-0.1,20200723,12221558,L_10286,33.609999999999900,132.882499999999000
-254253,3749957,-29880,-0.3,20200723,12232401,L_10287,33.621944440000000,132.878888899999000
-246246,3752189,-33700,-0.2,20200723,12233375,L_10288,33.647500000000000,132.962500000000000
-254684,3752076,-27480,0.0,20200723,12233626,L_10289,33.640555560000000,132.872500000000000
-256815,3749818,-33080,-0.2,20200723,12234758,L_10290,33.618888890000000,132.851666700000000
-258724,3750032,-25360,-0.4,20200723,12240902,L_10291,33.619444440000000,132.831111099999000
-221341,3786209,-30290,-0.3,20200723,12285511,L_10292,33.968611109999900,133.200833299999000
-124008,3771606,-23860,-0.2,20200723,12382059,L_10293,33.899999999999900,134.256666700000000
-253094,3745510,-32810,-0.8,20200723,12410135,L_10294,33.583055559999900,132.895000000000000
-257265,3742822,-28290,-0.6,20200723,12451682,L_10295,33.556111110000000,132.852777800000000
-256565,3743109,-28190,-0.7,20200723,12452032,L_10296,33.559166670000000,132.860000000000000
-254242,3744170,-30460,-0.7,20200723,12453140,L_10297,33.570277779999900,132.883888899999000
-253735,3745965,-31620,-0.8,20200723,12464200,L_10298,33.586666670000000,132.887777800000000
191474,4017518,-28010,0.3,20200723,17072407,L_10299,36.253333329999900,137.566388899999000
-127060,3773948,-31500,0.1,20200723,21150232,L_10300,33.919166670000000,134.222222200000000
-253496,3751640,-31730,0.0,20200723,21233175,L_10301,33.637500000000000,132.885555600000000
-255264,3751002,-29750,-0.1,20200723,21240901,L_10302,33.630555559999900,132.867222199999000
-256314,3752205,-29550,-0.1,20200723,21243709,L_10303,33.640555560000000,132.854999999999000
-258886,3744724,-28740,-0.1,20200723,21245233,L_10304,33.571944440000000,132.833888900000000
-251304,3746427,-24700,-0.2,20200723,21281831,L_10305,33.592500000000000,132.913333300000000
-251744,3753399,-33510,0.0,20200723,21285330,L_10306,33.654444439999900,132.902777799999000
-256493,3751908,-27570,0.0,20200723,21285598,L_10307,33.637777780000000,132.853333300000000
-255591,3749503,-31190,0.3,20200723,21290135,L_10308,33.616944439999900,132.865000000000000
-256770,3751370,-27350,0.0,20200723,21292689,L_10309,33.632777779999900,132.850833300000000
-256856,3747985,-29790,0.3,20200723,21295451,L_10310,33.602499999999900,132.852777800000000
-257413,3742927,-31440,0.0,20200723,21301757,L_10311,33.556944440000000,132.851111099999000
-257658,3745093,-27340,0.0,20200723,21303020,L_10312,33.576111109999900,132.846666699999000
-258665,3743897,-27570,-0.1,20200723,21305504,L_10313,33.564722220000000,132.836944399999000
-257903,3742997,-27470,-0.3,20200723,21310371,L_10314,33.557222220000000,132.845833300000000
-252950,3753276,-32350,-0.2,20200723,21314310,L_10315,33.652500000000000,132.889999999999000
-257619,3744935,-27870,0.0,20200723,21320112,L_10316,33.574722219999900,132.847222200000000
-258161,3748276,-30560,0.0,20200723,21331076,L_10317,33.604166669999900,132.838611100000000
-248954,3743194,-34780,0.1,20200723,21343605,L_10318,33.565277780000000,132.941111100000000
-255310,3746463,-32180,0.1,20200723,21355796,L_10319,33.590000000000000,132.870555599999000
-259813,3742557,-26690,-0.2,20200723,21360585,L_10320,33.551944440000000,132.825833299999000
-255339,3746434,-30870,-0.1,20200723,21360870,L_10321,33.589722219999900,132.870277799999000
-128282,3774618,-31760,-0.2,20200723,21362082,L_10322,33.924444440000000,134.208611100000000
-251857,3742364,-26040,-0.5,20200723,21372983,L_10323,33.555833329999900,132.910833300000000
-257421,3748746,-29940,0.0,20200723,21373870,L_10324,33.608888890000000,132.846111100000000
-256949,3744508,-25460,-0.3,20200723,21391359,L_10325,33.571388890000000,132.854722199999000
-255490,3753073,-30420,-0.2,20200723,21492555,L_10326,33.648888890000000,132.863055599999000
-256246,3751422,-30050,-0.2,20200723,21502663,L_10327,33.633611109999900,132.856388900000000
-256884,3749605,-28850,-0.2,20200723,21504390,L_10328,33.616944439999900,132.851111099999000
-255040,3748899,-27770,-0.1,20200723,21505064,L_10329,33.611944440000000,132.871388899999000
-254058,3747484,-32130,-0.2,20200723,22010855,L_10330,33.600000000000000,132.883055600000000
-257565,3746922,-29640,-0.2,20200723,22322181,L_10331,33.592500000000000,132.846111100000000
-255007,3747995,-32640,-0.2,20200723,22323565,L_10332,33.603888890000000,132.872500000000000
-257112,3744428,-29040,-0.5,20200723,22330006,L_10333,33.570555560000000,132.853055600000000
-255990,3748072,-33780,-0.5,20200723,22342325,L_10334,33.603888890000000,132.861944399999000
-252767,3747351,-30890,-0.3,20200723,22342769,L_10335,33.599722219999900,132.896944399999000
-254661,3749087,-36100,-0.4,20200723,22344360,L_10336,33.613888889999900,132.875277799999000
-253094,3745510,-32810,-0.4,20200723,22344570,L_10337,33.583055559999900,132.895000000000000
-254661,3749087,-36100,0.0,20200723,22345180,L_10338,33.613888889999900,132.875277799999000
-256141,3748146,-33060,0.5,20200723,22345775,L_10339,33.604444440000000,132.860277800000000
-253705,3746025,-32000,-0.1,20200723,22351040,L_10340,33.587222220000000,132.888055600000000
-257137,3747074,-32700,-0.2,20200723,22352488,L_10341,33.594166670000000,132.850555600000000
-255302,3746898,-30600,0.2,20200723,22353200,L_10342,33.593888890000000,132.870277799999000
-257310,3741270,-25830,-0.2,20200723,22353927,L_10343,33.542222219999900,132.853611099999000
-255339,3746434,-30870,0.0,20200723,22355050,L_10344,33.589722219999900,132.870277799999000
-253827,3744479,-30570,0.3,20200723,22360170,L_10345,33.573333329999900,132.888055600000000
-256564,3746749,-27300,0.0,20200723,22360340,L_10346,33.591666670000000,132.856944400000000
-257320,3746404,-30760,0.2,20200723,22360773,L_10347,33.588055560000000,132.849166700000000
-258406,3742228,-28510,-0.3,20200723,22361827,L_10348,33.549999999999900,132.841111100000000
-255444,3741807,-26730,0.1,20200723,22362578,L_10349,33.548333329999900,132.873055599999000
-249285,3757871,-30820,-0.4,20200723,23124665,L_10350,33.696111109999900,132.925277800000000
-251455,3755740,-28620,-0.1,20200723,23131388,L_10351,33.675555559999900,132.903888899999000
-257212,3750067,-28120,-0.2,20200723,23184177,L_10352,33.620833330000000,132.847222200000000
-257097,3743960,-28710,-0.4,20200723,23343022,L_10353,33.566388889999900,132.853611099999000
-257500,3742156,-30280,-0.7,20200724,209,L_10354,33.549999999999900,132.850833300000000
-254422,3744526,-31610,-0.7,20200724,1735,L_10355,33.573333329999900,132.881666700000000
-258480,3742607,-32300,-0.6,20200724,2039,L_10356,33.553333330000000,132.840000000000000
-252731,3751113,-28640,-0.7,20200724,1354971,L_10357,33.633333329999900,132.894166700000000
-256993,3744947,-27620,-0.8,20200724,1473623,L_10358,33.575277780000000,132.853888899999000
-128546,3776094,-30960,-0.2,20200724,3173865,L_10359,33.937500000000000,134.204722199999000
486674,4427522,-37780,0.2,20200724,4174200,L_10360,39.997777780000000,140.843888899999000
514582,4594680,-20890,0.2,20200724,6123014,L_10361,41.503611110000000,141.174722199999000
514357,4591133,-18860,-0.1,20200724,6132432,L_10362,41.471666669999900,141.171944400000000
-253645,3746456,-30800,-0.2,20200724,8325945,L_10363,33.591111110000000,132.888333299999000
-254253,3746660,-32920,-0.3,20200724,8330425,L_10364,33.592500000000000,132.881666700000000
-260094,3745255,-31000,-0.3,20200724,8330972,L_10365,33.575833330000000,132.820555600000000
-256486,3743787,-29300,-0.2,20200724,8332186,L_10366,33.565277780000000,132.860277800000000
-255266,3746366,-32080,0.1,20200724,8333405,L_10367,33.589166669999900,132.871111100000000
-256517,3743385,-30130,0.0,20200724,8334046,L_10368,33.561666670000000,132.860277800000000
-256697,3742435,-28920,0.1,20200724,8334954,L_10369,33.553055559999900,132.859166700000000
-253797,3745846,-32200,0.0,20200724,8340255,L_10370,33.585555560000000,132.887222199999000
-253797,3745846,-32200,-0.3,20200724,8340950,L_10371,33.585555560000000,132.887222199999000
-254669,3747657,-36350,0.0,20200724,8350339,L_10372,33.601111109999900,132.876388899999000
-258063,3744254,-28290,0.0,20200724,8350555,L_10373,33.568333330000000,132.843055600000000
-253261,3744715,-33320,0.0,20200724,8355285,L_10374,33.575833330000000,132.893888900000000
-254296,3746445,-33940,0.1,20200724,8355691,L_10375,33.590555559999900,132.881388899999000
-254948,3746434,-31880,0.3,20200724,8371095,L_10376,33.590000000000000,132.874444399999000
-257049,3748841,-31140,0.0,20200724,8393150,L_10377,33.609999999999900,132.849999999999000
-255625,3744466,-29340,-0.2,20200724,8393365,L_10378,33.571944440000000,132.868888900000000
-254851,3750627,-29280,-0.2,20200724,8540645,L_10379,33.627499999999900,132.871944399999000
-257608,3751312,-29660,0.0,20200724,8554610,L_10380,33.631666670000000,132.841944399999000
-256147,3750698,-31390,0.1,20200724,8554954,L_10381,33.627222220000000,132.858055600000000
-256671,3750646,-27030,-0.1,20200724,8560942,L_10382,33.626388890000000,132.852499999999000
-251772,3752717,-30870,0.1,20200724,8561410,L_10383,33.648333330000000,132.903055599999000
-252950,3753276,-32350,-0.4,20200724,8562550,L_10384,33.652500000000000,132.889999999999000
-252950,3753276,-32350,0.1,20200724,8571755,L_10385,33.652500000000000,132.889999999999000
-252950,3753276,-32350,-0.2,20200724,8581320,L_10386,33.652500000000000,132.889999999999000
-251744,3753399,-33510,0.0,20200724,9013715,L_10387,33.654444439999900,132.902777799999000
-259675,3748551,-28940,0.0,20200724,9140104,L_10388,33.605555559999900,132.822222199999000
-255098,3742557,-30450,0.1,20200724,9143133,L_10389,33.555277779999900,132.876111100000000
-257049,3748841,-31140,0.0,20200724,9144120,L_10390,33.609999999999900,132.849999999999000
-257218,3747361,-27070,0.2,20200724,9144635,L_10391,33.596666669999900,132.849444400000000
-253735,3745965,-31620,0.0,20200724,9145505,L_10392,33.586666670000000,132.887777800000000
-256580,3744572,-29200,0.1,20200724,9145765,L_10393,33.572222220000000,132.858611099999000
-254661,3749087,-36100,0.2,20200724,9150650,L_10394,33.613888889999900,132.875277799999000
-255632,3742724,-26170,0.2,20200724,9150852,L_10395,33.556388890000000,132.870277799999000
-252976,3747679,-25840,0.0,20200724,9151584,L_10396,33.602499999999900,132.894444399999000
-256389,3751588,-29450,-0.3,20200724,9213195,L_10397,33.634999999999900,132.854722199999000
-258690,3752425,-27630,-0.4,20200724,9213838,L_10398,33.640833330000000,132.829444400000000
-255806,3754342,-29250,-0.4,20200724,9220978,L_10399,33.659999999999900,132.858611099999000
-251653,3751245,-34660,0.1,20200724,9430030,L_10400,33.635277780000000,132.905555600000000
-255817,3753877,-27270,0.0,20200724,9434012,L_10401,33.655833330000000,132.858888900000000
-257417,3752075,-26930,0.1,20200724,9440065,L_10402,33.638611109999900,132.843333300000000
-252759,3752079,-33290,0.0,20200724,9442375,L_10403,33.641944440000000,132.893055599999000
-252267,3752040,-31520,0.0,20200724,9453465,L_10404,33.641944440000000,132.898333299999000
-257679,3745157,-30110,-0.2,20200724,9454519,L_10405,33.576666670000000,132.846388899999000
-253807,3743731,-30030,-0.4,20200724,9463000,L_10406,33.566666669999900,132.888888900000000
-260136,3746037,-26130,-0.1,20200724,10050853,L_10407,33.582777780000000,132.819444400000000
-255957,3744212,-28790,-0.1,20200724,10054533,L_10408,33.569444439999900,132.865555599999000
-255339,3746434,-30870,-0.1,20200724,10055210,L_10409,33.589722219999900,132.870277799999000
-256180,3747652,-26600,0.0,20200724,10055463,L_10410,33.600000000000000,132.860277800000000
-258917,3742362,-36750,0.0,20200724,10064107,L_10411,33.550833330000000,132.835555599999000
-252689,3744047,-32590,-0.2,20200724,10064835,L_10412,33.570277779999900,132.900555599999000
10617,3779590,-33580,-0.3,20200724,10163999,L_10413,34.042777780000000,135.700833299999000
12917,3782749,-41110,-0.3,20200724,10182225,L_10414,34.072222220000000,135.723888899999000
10972,3776509,-34080,-0.2,20200724,10211438,L_10415,34.015277779999900,135.706388900000000
66869,3804590,-31060,-0.1,20200724,10552329,L_10416,34.292222219999900,136.295555600000000
-255591,3742907,-27490,-0.5,20200724,11331376,L_10417,33.558055560000000,132.870555599999000
-253200,3743839,-31590,-0.1,20200724,11334950,L_10418,33.568055559999900,132.895277800000000
-256790,3741913,-26530,0.0,20200724,11340988,L_10419,33.548333329999900,132.858611099999000
-254422,3744526,-31610,-0.4,20200724,11344190,L_10420,33.573333329999900,132.881666700000000
-251758,3747272,-30390,-0.4,20200724,11353851,L_10421,33.599722219999900,132.907777799999000
-252098,3751871,-30090,-0.2,20200724,11362882,L_10422,33.640555560000000,132.900277799999000
-260041,3744940,-31180,-0.3,20200724,11372288,L_10423,33.573055560000000,132.821388899999000
-258052,3743413,-31520,-0.2,20200724,11373262,L_10424,33.560833330000000,132.843888899999000
-253930,3741843,-26740,-0.4,20200724,11374844,L_10425,33.549722220000000,132.889166700000000
-255007,3747995,-32640,-0.3,20200724,11382245,L_10426,33.603888890000000,132.872500000000000
-258140,3751821,-30160,-0.3,20200724,11382477,L_10427,33.635833329999900,132.835833299999000
-255007,3747995,-32640,-0.2,20200724,11383880,L_10428,33.603888890000000,132.872500000000000
-250418,3746109,-33070,-0.3,20200724,11510511,L_10429,33.590277780000000,132.923055599999000
-256571,3746656,-29880,-0.1,20200724,11511973,L_10430,33.590833330000000,132.856944400000000
-255339,3746434,-30870,0.2,20200724,11512845,L_10431,33.589722219999900,132.870277799999000
-255921,3748285,-31560,-0.1,20200724,11513730,L_10432,33.605833330000000,132.862500000000000
-258769,3746519,-31380,0.1,20200724,11514009,L_10433,33.588055560000000,132.833611100000000
-256812,3743937,-28770,0.0,20200724,11514639,L_10434,33.566388889999900,132.856666700000000
-252520,3741888,-28680,0.1,20200724,11515358,L_10435,33.551111110000000,132.904166699999000
-253929,3746478,-32090,0.0,20200724,11520075,L_10436,33.591111110000000,132.885277800000000
-255690,3751533,-33060,0.0,20200724,11564915,L_10437,33.634999999999900,132.862222199999000
-255690,3751533,-33060,-0.1,20200724,11585135,L_10438,33.634999999999900,132.862222199999000
-254422,3744526,-31610,-0.3,20200724,12381425,L_10439,33.573333329999900,132.881666700000000
-254855,3746956,-27370,-0.4,20200724,12382416,L_10440,33.594722220000000,132.875000000000000
-255907,3743524,-27670,-0.2,20200724,12384165,L_10441,33.563333329999900,132.866666699999000
-257866,3747070,-28910,0.0,20200724,12385528,L_10442,33.593611109999900,132.842777799999000
-258641,3746167,-30910,-0.3,20200724,12391675,L_10443,33.585000000000000,132.835277800000000
-256724,3746046,-27570,-0.4,20200724,12565131,L_10444,33.585277779999900,132.855833300000000
-255097,3747846,-32860,0.0,20200724,12570805,L_10445,33.602499999999900,132.871666699999000
-255339,3746434,-30870,-0.2,20200724,13020485,L_10446,33.589722219999900,132.870277799999000
-255007,3747995,-32640,-0.2,20200724,13254410,L_10447,33.603888890000000,132.872500000000000
-258645,3746447,-31960,-0.1,20200724,14374655,L_10448,33.587499999999900,132.835000000000000
-259575,3745556,-33740,0.1,20200724,14380431,L_10449,33.578888890000000,132.825833299999000
-256885,3745654,-29900,0.0,20200724,14380903,L_10450,33.581666669999900,132.854444400000000
-255219,3743002,-27800,0.0,20200724,14381185,L_10451,33.559166670000000,132.874444399999000
-255302,3746898,-30600,0.1,20200724,14381785,L_10452,33.593888890000000,132.870277799999000
-252689,3744047,-32590,0.0,20200724,14382650,L_10453,33.570277779999900,132.900555599999000
-254501,3745839,-32520,0.2,20200724,14382975,L_10454,33.585000000000000,132.879722200000000
-251785,3743945,-31410,0.3,20200724,14383490,L_10455,33.570000000000000,132.910277799999000
-254724,3742341,-28600,0.0,20200724,14383850,L_10456,33.553611109999900,132.880277799999000
-253807,3743731,-30030,0.0,20200724,14384635,L_10457,33.566666669999900,132.888888900000000
-256597,3742707,-28760,0.0,20200724,14384981,L_10458,33.555555560000000,132.860000000000000
-258463,3745779,-26860,0.2,20200724,14385340,L_10459,33.581666669999900,132.837500000000000
-256618,3742771,-30520,0.0,20200724,14385729,L_10460,33.556111110000000,132.859722199999000
-254433,3742069,-26330,0.0,20200724,14390474,L_10461,33.551388889999900,132.883611099999000
-254993,3741242,-27980,0.0,20200724,14392610,L_10462,33.543611110000000,132.878333300000000
-255007,3747995,-32640,-0.3,20200724,14415395,L_10463,33.603888890000000,132.872500000000000
-253689,3744904,-27340,-0.4,20200724,14421541,L_10464,33.577222220000000,132.889166700000000
-261878,3744433,-26700,-0.5,20200724,16390175,L_10465,33.567222219999900,132.802222199999000
-261889,3746581,-29010,-0.5,20200724,16390485,L_10466,33.586388890000000,132.800277800000000
-263487,3742881,-26300,-0.3,20200724,16400295,L_10467,33.552222219999900,132.786388899999000
-262782,3743229,-30980,-0.4,20200724,16401359,L_10468,33.555833329999900,132.793611099999000
-259420,3746197,-33380,-0.2,20200724,17001085,L_10469,33.584722220000000,132.826944400000000
-256655,3742307,-27470,-0.3,20200724,17054553,L_10470,33.551944440000000,132.859722199999000
-257049,3744889,-28180,-0.1,20200724,17055136,L_10471,33.574722219999900,132.853333300000000
-254556,3747772,-32600,-0.4,20200724,17060830,L_10472,33.602222220000000,132.877499999999000
-255339,3746434,-30870,-0.4,20200724,17062610,L_10473,33.589722219999900,132.870277799999000
-254422,3744526,-31610,-0.3,20200724,18075480,L_10474,33.573333329999900,132.881666700000000
-254422,3744526,-31610,-0.4,20200724,18081865,L_10475,33.573333329999900,132.881666700000000
-254447,3744870,-33580,-0.2,20200724,18082650,L_10476,33.576388889999900,132.881111099999000
-259831,3743648,-27570,-0.1,20200724,18082922,L_10477,33.561666670000000,132.824722199999000
-258288,3744054,-26570,0.0,20200724,18083677,L_10478,33.566388889999900,132.840833300000000
-259001,3743924,-27470,0.0,20200724,18085495,L_10479,33.564722220000000,132.833333299999000
-258630,3742370,-26670,-0.3,20200724,18085906,L_10480,33.551111110000000,132.838611100000000
-255048,3743518,-29710,-0.2,20200724,18092868,L_10481,33.563888890000000,132.875833300000000
-255339,3746434,-30870,-0.1,20200724,18094135,L_10482,33.589722219999900,132.870277799999000
-259335,3747591,-25130,0.1,20200724,18094481,L_10483,33.597222219999900,132.826666700000000
-254422,3744526,-31610,-0.5,20200724,18095975,L_10484,33.573333329999900,132.881666700000000
-255339,3746434,-30870,0.5,20200724,18101270,L_10485,33.589722219999900,132.870277799999000
-256977,3746128,-29900,0.0,20200724,18102843,L_10486,33.585833330000000,132.853055600000000
-258713,3744275,-35190,-0.2,20200724,18105149,L_10487,33.568055559999900,132.836111100000000
-256796,3745460,-28500,-0.2,20200724,18123125,L_10488,33.579999999999900,132.855555600000000
-258396,3744654,-30480,0.1,20200724,18131802,L_10489,33.571666669999900,132.839166699999000
-262296,3745400,-28140,-0.1,20200724,19035417,L_10490,33.575555559999900,132.796944400000000
-260425,3747958,-29580,-0.3,20200724,19035710,L_10491,33.599722219999900,132.814722200000000
